Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-08-31,A001,Bob Brown,A002,Tech Solutions,9877.06
2023-04-08,A005,Bob Brown,A004,XYZ Corp,8266.24
2023-08-07,A003,Jane Smith,A001,123 Services,405.99
2023-10-13,A004,Charlie Davis,A003,Global Traders,8912.9
2023-01-02,A003,Alice Johnson,A003,Tech Solutions,5663.35
2023-08-07,A001,Jane Smith,A001,ABC Inc,5929.35
2023-01-05,A002,John Doe,A003,XYZ Corp,6323.37
2023-05-01,A003,John Doe,A003,Global Traders,5209.11
2023-09-10,A002,John Doe,A001,123 Services,5463.38
2023-04-15,A003,Jane Smith,A003,Tech Solutions,2850.51
2023-11-24,A005,Bob Brown,A005,123 Services,3171.62
2023-03-31,A005,Alice Johnson,A002,Tech Solutions,1197.15
2023-11-20,A003,John Doe,A005,123 Services,1973.0
2023-11-26,A001,Jane Smith,A005,ABC Inc,4314.41
2023-06-01,A001,Charlie Davis,A001,XYZ Corp,388.95
2023-03-22,A003,Alice Johnson,A003,Tech Solutions,6116.37
2023-06-13,A004,Bob Brown,A002,123 Services,1986.23
2023-02-02,A005,Charlie Davis,A002,123 Services,1872.23
2023-06-18,A002,Alice Johnson,A004,Global Traders,8883.19
2023-12-26,A004,Charlie Davis,A004,XYZ Corp,2746.92
2023-01-09,A003,Bob Brown,A003,123 Services,3337.51
2023-05-08,A003,John Doe,A002,Tech Solutions,4722.18
2023-10-24,A002,Charlie Davis,A002,123 Services,7127.14
2023-01-13,A004,Jane Smith,A004,ABC Inc,8581.48
2023-05-31,A001,John Doe,A003,XYZ Corp,7607.35
2023-05-20,A004,Jane Smith,A002,Global Traders,1409.64
2023-04-11,A005,Jane Smith,A001,123 Services,5382.91
2023-08-04,A001,Bob Brown,A005,ABC Inc,7809.13
2023-05-23,A004,Jane Smith,A004,ABC Inc,5187.75
2023-02-11,A003,Charlie Davis,A002,Global Traders,9163.55
2023-12-16,A005,John Doe,A004,ABC Inc,5400.4
2023-06-21,A001,Jane Smith,A001,ABC Inc,4419.49
2023-10-01,A004,Alice Johnson,A004,Tech Solutions,6174.76
2023-04-17,A004,Bob Brown,A001,Global Traders,7068.76
2023-01-16,A002,Jane Smith,A005,ABC Inc,3578.59
2023-10-29,A002,John Doe,A005,XYZ Corp,8288.47
2023-04-21,A004,John Doe,A003,XYZ Corp,2864.69
2023-08-29,A005,Jane Smith,A005,Tech Solutions,5143.04
2023-12-27,A001,John Doe,A001,XYZ Corp,5865.56
2023-04-23,A005,Charlie Davis,A001,123 Services,2644.06
2023-11-12,A002,Charlie Davis,A001,123 Services,6142.8
2023-07-30,A004,Alice Johnson,A002,ABC Inc,8787.25
2023-01-28,A005,Alice Johnson,A003,Tech Solutions,5400.12
2023-02-01,A004,Bob Brown,A002,Global Traders,9564.29
2023-03-09,A003,Bob Brown,A003,XYZ Corp,8704.09
2023-07-07,A004,Bob Brown,A001,Global Traders,6121.59
2023-10-20,A004,Bob Brown,A004,Global Traders,5069.33
2023-06-20,A003,Alice Johnson,A003,Tech Solutions,1900.48
2023-08-17,A005,John Doe,A004,123 Services,7271.4
2023-01-31,A004,Alice Johnson,A003,Global Traders,416.17
2023-10-25,A005,Alice Johnson,A002,XYZ Corp,600.67
2023-03-22,A002,Charlie Davis,A001,Tech Solutions,4207.52
2023-10-08,A005,Charlie Davis,A002,Tech Solutions,9283.62
2023-11-21,A002,Jane Smith,A002,123 Services,2735.85
2023-02-06,A003,Jane Smith,A003,ABC Inc,2313.89
2023-01-27,A001,Alice Johnson,A003,Tech Solutions,2427.72
2023-05-22,A001,Charlie Davis,A005,ABC Inc,3369.34
2023-12-14,A001,Jane Smith,A004,Tech Solutions,1235.85
2023-07-17,A002,John Doe,A001,Global Traders,9535.48
2023-12-26,A003,Charlie Davis,A003,Tech Solutions,9540.93
2023-09-22,A001,Charlie Davis,A003,Global Traders,6081.17
2023-02-27,A005,Bob Brown,A002,Global Traders,1244.42
2023-04-19,A002,Bob Brown,A001,Tech Solutions,451.57
2023-04-05,A004,Bob Brown,A002,ABC Inc,6798.44
2023-03-08,A003,Bob Brown,A002,Global Traders,1088.59
2023-03-07,A003,Jane Smith,A002,Tech Solutions,6424.96
2023-08-18,A001,Alice Johnson,A001,Global Traders,7890.55
2023-03-26,A001,John Doe,A004,ABC Inc,2222.14
2023-10-15,A004,Jane Smith,A005,Global Traders,4454.84
2023-08-09,A001,Jane Smith,A001,Tech Solutions,731.88
2023-03-13,A003,Charlie Davis,A002,123 Services,7119.58
2023-04-29,A002,Bob Brown,A002,ABC Inc,1369.91
2023-10-02,A004,Bob Brown,A005,XYZ Corp,1442.32
2023-10-08,A001,Bob Brown,A004,Global Traders,2507.3
2023-07-26,A002,Alice Johnson,A003,Tech Solutions,7470.82
2023-12-19,A002,Alice Johnson,A005,Tech Solutions,6746.68
2023-12-29,A004,Bob Brown,A004,Global Traders,9289.05
2023-03-03,A002,Bob Brown,A001,XYZ Corp,2641.05
2023-01-20,A002,Bob Brown,A005,Tech Solutions,691.16
2023-01-13,A003,Jane Smith,A002,Global Traders,8573.57
2023-03-21,A002,Alice Johnson,A001,Tech Solutions,6977.8
2023-02-10,A002,Alice Johnson,A004,ABC Inc,7782.17
2023-04-17,A002,Charlie Davis,A005,123 Services,1732.23
2023-10-03,A004,Alice Johnson,A004,Global Traders,6329.3
2023-12-26,A004,Charlie Davis,A004,123 Services,6420.99
2023-08-09,A002,Bob Brown,A002,ABC Inc,3492.14
2023-11-10,A004,John Doe,A004,ABC Inc,2093.9
2023-02-15,A002,Charlie Davis,A003,123 Services,1064.6
2023-11-19,A002,Bob Brown,A002,Global Traders,719.35
2023-06-24,A001,Jane Smith,A001,XYZ Corp,5563.09
2023-10-13,A005,Bob Brown,A002,Global Traders,1015.03
2023-10-09,A004,John Doe,A002,123 Services,7661.84
2023-04-18,A003,Charlie Davis,A004,Global Traders,8965.7
2023-12-30,A005,Jane Smith,A003,XYZ Corp,2622.88
2023-10-20,A004,Bob Brown,A005,ABC Inc,3162.98
2023-01-01,A002,Charlie Davis,A002,123 Services,3593.6
2023-02-27,A002,Charlie Davis,A003,Tech Solutions,5139.31
2023-01-17,A002,Bob Brown,A003,Global Traders,7236.17
2023-03-18,A004,Charlie Davis,A004,Tech Solutions,1686.54
2023-09-23,A003,Jane Smith,A005,ABC Inc,4720.16
2023-01-03,A005,John Doe,A005,Tech Solutions,2962.49
2023-08-07,A004,Charlie Davis,A002,Global Traders,1715.22
2023-02-16,A003,Jane Smith,A004,Global Traders,536.82
2023-09-01,A003,Alice Johnson,A003,Global Traders,2612.69
2023-01-01,A001,Jane Smith,A001,ABC Inc,9988.61
2023-06-11,A004,Alice Johnson,A004,123 Services,9332.12
2023-12-30,A002,Bob Brown,A001,Global Traders,8408.13
2023-09-02,A005,Bob Brown,A004,Global Traders,7240.93
2023-08-12,A002,Jane Smith,A004,ABC Inc,3877.15
2023-05-09,A003,Alice Johnson,A001,Tech Solutions,368.4
2023-08-22,A001,John Doe,A001,Tech Solutions,9684.22
2023-12-27,A005,Jane Smith,A002,ABC Inc,3839.52
2023-01-22,A001,Bob Brown,A004,Global Traders,1139.55
2023-07-18,A002,John Doe,A003,123 Services,4705.45
2023-11-13,A005,Alice Johnson,A003,XYZ Corp,2918.33
2023-08-09,A002,Jane Smith,A004,ABC Inc,9525.83
2023-09-14,A003,Bob Brown,A002,Global Traders,1019.38
2023-04-03,A005,Bob Brown,A005,XYZ Corp,9591.8
2023-06-12,A001,Charlie Davis,A002,XYZ Corp,2067.19
2023-09-01,A003,Bob Brown,A002,ABC Inc,160.43
2023-01-04,A004,Alice Johnson,A004,Tech Solutions,5836.64
2023-06-02,A005,Jane Smith,A005,123 Services,9431.33
2023-11-19,A002,Charlie Davis,A001,123 Services,906.96
2023-11-05,A001,Jane Smith,A005,123 Services,9173.73
2023-12-14,A003,John Doe,A001,123 Services,4675.81
2023-12-21,A003,John Doe,A001,XYZ Corp,4839.33
2023-04-15,A003,Alice Johnson,A002,Global Traders,3713.15
2023-11-07,A003,Charlie Davis,A001,123 Services,9765.25
2023-05-25,A003,Bob Brown,A003,Global Traders,2930.45
2023-10-23,A003,Bob Brown,A004,Tech Solutions,9763.64
2023-09-30,A001,Charlie Davis,A004,123 Services,4404.29
2023-08-12,A003,Jane Smith,A005,Global Traders,4765.77
2023-10-06,A002,Bob Brown,A003,123 Services,4740.7
2023-01-30,A005,Charlie Davis,A005,123 Services,5625.19
2023-08-05,A004,Charlie Davis,A002,123 Services,8241.03
2023-08-05,A003,Alice Johnson,A005,Tech Solutions,674.37
2023-07-15,A001,John Doe,A005,ABC Inc,6470.15
2023-08-21,A005,John Doe,A005,123 Services,9231.88
2023-04-22,A005,Jane Smith,A005,ABC Inc,5058.87
2023-04-21,A001,John Doe,A004,Tech Solutions,8226.11
2023-12-30,A005,John Doe,A003,XYZ Corp,4624.87
2023-08-29,A003,Alice Johnson,A003,XYZ Corp,8822.84
2023-09-19,A005,Alice Johnson,A003,ABC Inc,2207.75
2023-04-16,A005,Charlie Davis,A002,123 Services,6068.41
2023-06-24,A005,John Doe,A005,XYZ Corp,7758.99
2023-05-30,A004,Alice Johnson,A005,Tech Solutions,5481.08
2023-09-29,A002,Charlie Davis,A002,XYZ Corp,9230.13
2023-10-27,A004,John Doe,A001,Tech Solutions,5497.65
2023-07-22,A002,Charlie Davis,A005,123 Services,2689.43
2023-05-03,A002,Alice Johnson,A004,Tech Solutions,8558.91
2023-08-25,A003,Jane Smith,A004,Global Traders,3595.65
2023-09-07,A005,Alice Johnson,A003,ABC Inc,7990.54
2023-07-31,A005,John Doe,A004,XYZ Corp,6766.05
2023-05-01,A005,Jane Smith,A003,123 Services,4643.13
2023-01-19,A002,Jane Smith,A002,123 Services,6164.92
2023-06-21,A005,Jane Smith,A004,ABC Inc,5848.66
2023-01-13,A005,Alice Johnson,A005,XYZ Corp,7161.71
2023-12-18,A002,Jane Smith,A005,ABC Inc,1528.78
2023-04-26,A003,John Doe,A003,123 Services,4779.91
2023-02-06,A002,Bob Brown,A002,Global Traders,6397.74
2023-03-16,A004,Bob Brown,A002,123 Services,1072.72
2023-08-15,A004,Charlie Davis,A004,123 Services,7138.55
2023-09-25,A005,Charlie Davis,A005,123 Services,8347.91
2023-03-17,A003,John Doe,A003,XYZ Corp,7823.0
2023-09-08,A003,Charlie Davis,A005,XYZ Corp,8568.15
2023-03-20,A005,Jane Smith,A001,123 Services,8226.06
2023-11-27,A005,Charlie Davis,A005,ABC Inc,7729.63
2023-04-07,A002,Bob Brown,A003,123 Services,2995.15
2023-07-22,A001,Jane Smith,A002,Global Traders,7664.37
2023-05-16,A005,Charlie Davis,A003,123 Services,154.85
2023-07-18,A004,Charlie Davis,A004,Tech Solutions,2254.23
2023-12-05,A001,Jane Smith,A004,ABC Inc,6720.65
2023-05-08,A001,Alice Johnson,A004,Tech Solutions,8785.43
2023-09-23,A005,Bob Brown,A004,ABC Inc,3708.58
2023-06-08,A002,Charlie Davis,A002,Tech Solutions,1913.13
2023-10-21,A005,Jane Smith,A003,Global Traders,5449.31
2023-11-02,A001,Alice Johnson,A002,XYZ Corp,5960.07
2023-09-21,A001,Bob Brown,A001,Tech Solutions,1795.74
2023-12-31,A001,Alice Johnson,A005,Tech Solutions,404.01
2023-11-04,A005,John Doe,A004,Tech Solutions,2308.3
2023-05-18,A003,Alice Johnson,A004,Global Traders,783.02
2023-05-25,A005,John Doe,A003,Tech Solutions,1177.72
2023-02-09,A004,Bob Brown,A003,XYZ Corp,8536.77
2023-07-18,A003,Bob Brown,A005,ABC Inc,1992.98
2023-11-26,A004,Charlie Davis,A003,Tech Solutions,9449.54
2023-12-22,A001,Alice Johnson,A002,ABC Inc,4152.63
2023-08-13,A003,Bob Brown,A001,Global Traders,5116.13
2023-09-16,A003,John Doe,A001,123 Services,1244.9
2023-10-12,A002,Alice Johnson,A005,Tech Solutions,5541.87
2023-03-21,A001,Bob Brown,A002,Global Traders,4660.35
2023-07-12,A001,Alice Johnson,A003,Tech Solutions,9233.94
2023-08-17,A005,John Doe,A003,XYZ Corp,7401.43
2023-10-21,A005,John Doe,A002,ABC Inc,9992.9
2023-11-15,A001,Alice Johnson,A004,Tech Solutions,8255.26
2023-01-07,A003,Alice Johnson,A004,Tech Solutions,1674.84
2023-08-12,A002,Charlie Davis,A001,123 Services,1243.0
2023-04-02,A001,Charlie Davis,A004,Global Traders,549.06
2023-08-12,A002,Charlie Davis,A003,123 Services,4411.25
2023-07-09,A005,John Doe,A002,123 Services,9951.59
2023-10-24,A001,Alice Johnson,A005,Tech Solutions,3596.5
2023-01-13,A004,Jane Smith,A005,ABC Inc,6060.93
2023-11-14,A004,Charlie Davis,A004,123 Services,8327.15
2023-06-19,A005,Jane Smith,A001,123 Services,4390.6
2023-02-10,A004,John Doe,A001,XYZ Corp,8717.17
2023-09-23,A001,Bob Brown,A002,XYZ Corp,1308.07
2023-07-27,A003,Bob Brown,A005,Global Traders,2183.27
2023-01-30,A003,Bob Brown,A003,123 Services,1831.04
2023-04-12,A005,Jane Smith,A002,Tech Solutions,1807.79
2023-05-23,A003,Alice Johnson,A002,XYZ Corp,5212.92
2023-03-13,A001,Jane Smith,A002,123 Services,3178.73
2023-01-02,A005,Charlie Davis,A003,123 Services,8604.72
2023-06-13,A005,John Doe,A004,XYZ Corp,2787.12
2023-11-01,A003,Jane Smith,A004,123 Services,3323.11
2023-07-24,A002,Charlie Davis,A002,XYZ Corp,5934.82
2023-03-12,A003,Jane Smith,A003,ABC Inc,9279.72
2023-06-14,A003,Charlie Davis,A001,Global Traders,8977.2
2023-03-01,A003,Charlie Davis,A001,123 Services,7737.97
2023-08-22,A001,Charlie Davis,A001,Global Traders,9645.55
2023-06-20,A001,Bob Brown,A004,Global Traders,3025.22
2023-11-04,A001,Charlie Davis,A003,ABC Inc,6198.02
2023-01-05,A003,Jane Smith,A004,Global Traders,6498.95
2023-08-09,A002,John Doe,A005,Global Traders,1405.41
2023-05-15,A001,Jane Smith,A002,ABC Inc,8256.68
2023-03-18,A004,Bob Brown,A001,ABC Inc,6171.36
2023-08-04,A001,Jane Smith,A004,123 Services,8638.74
2023-04-26,A004,Bob Brown,A003,ABC Inc,7687.2
2023-02-15,A001,Jane Smith,A004,ABC Inc,2729.64
2023-03-14,A004,John Doe,A002,ABC Inc,7557.66
2023-09-13,A001,Charlie Davis,A005,123 Services,1384.35
2023-02-24,A005,John Doe,A005,XYZ Corp,8772.19
2023-07-06,A003,John Doe,A001,XYZ Corp,5551.77
2023-03-28,A001,John Doe,A001,123 Services,1259.72
2023-05-16,A001,Jane Smith,A001,ABC Inc,6601.7
2023-02-07,A002,Alice Johnson,A002,ABC Inc,7882.47
2023-09-02,A001,Charlie Davis,A001,ABC Inc,7941.73
2023-01-08,A005,Charlie Davis,A003,123 Services,8474.71
2023-09-09,A001,Charlie Davis,A001,ABC Inc,6852.52
2023-12-11,A005,Jane Smith,A001,Global Traders,7594.21
2023-11-11,A004,Jane Smith,A001,123 Services,6456.17
2023-01-29,A003,Charlie Davis,A002,123 Services,6213.91
2023-10-03,A001,Charlie Davis,A003,ABC Inc,2994.95
2023-01-04,A001,Jane Smith,A004,Global Traders,2515.56
2023-05-07,A002,John Doe,A002,XYZ Corp,2935.96
2023-05-20,A003,Jane Smith,A005,Global Traders,5970.07
2023-02-08,A003,Alice Johnson,A002,Tech Solutions,9866.09
2023-07-23,A003,Jane Smith,A005,Global Traders,1680.56
2023-07-22,A002,John Doe,A001,123 Services,352.35
2023-08-01,A001,Jane Smith,A004,ABC Inc,5055.2
2023-05-09,A005,Bob Brown,A002,ABC Inc,1215.17
2023-11-24,A002,John Doe,A003,ABC Inc,9332.81
2023-02-21,A003,John Doe,A003,XYZ Corp,3773.5
2023-08-09,A002,Charlie Davis,A003,123 Services,5817.83
2023-09-15,A004,Charlie Davis,A001,123 Services,6092.83
2023-03-28,A001,Jane Smith,A005,ABC Inc,4163.87
2023-03-10,A002,Jane Smith,A003,ABC Inc,5293.53
2023-01-13,A004,Jane Smith,A002,ABC Inc,7996.17
2023-01-15,A002,Charlie Davis,A004,123 Services,6797.12
2023-11-28,A002,John Doe,A002,Global Traders,2452.64
2023-02-25,A003,John Doe,A003,XYZ Corp,1794.0
2023-07-01,A002,Charlie Davis,A004,123 Services,3949.15
2023-12-27,A003,Charlie Davis,A001,123 Services,5991.72
2023-04-10,A005,John Doe,A005,XYZ Corp,9742.42
2023-11-26,A002,Alice Johnson,A002,Global Traders,7323.22
2023-05-24,A004,Charlie Davis,A002,123 Services,1350.46
2023-10-27,A002,Jane Smith,A001,ABC Inc,8697.62
2023-09-14,A003,Alice Johnson,A001,Tech Solutions,4849.04
2023-02-14,A004,Jane Smith,A003,ABC Inc,736.21
2023-01-09,A002,Bob Brown,A003,Global Traders,1938.76
2023-04-21,A002,Jane Smith,A005,ABC Inc,9866.45
2023-02-01,A004,John Doe,A004,123 Services,9846.22
2023-06-14,A003,John Doe,A005,ABC Inc,4696.11
2023-09-17,A005,Jane Smith,A004,123 Services,5874.04
2023-01-15,A002,Alice Johnson,A005,Tech Solutions,7279.6
2023-02-22,A003,Charlie Davis,A005,123 Services,5410.1
2023-02-20,A005,Bob Brown,A005,123 Services,7505.74
2023-02-06,A005,Jane Smith,A003,ABC Inc,9920.14
2023-06-02,A002,Jane Smith,A001,ABC Inc,7760.19
2023-03-04,A001,John Doe,A004,XYZ Corp,2641.2
2023-08-13,A001,John Doe,A003,XYZ Corp,3363.91
2023-07-09,A004,Jane Smith,A003,123 Services,761.63
2023-06-25,A002,Charlie Davis,A001,XYZ Corp,6986.97
2023-12-19,A003,Jane Smith,A003,Global Traders,2824.19
2023-03-09,A001,John Doe,A002,Global Traders,5874.27
2023-10-01,A002,John Doe,A004,ABC Inc,9201.43
2023-05-24,A001,Jane Smith,A004,123 Services,3770.72
2023-07-05,A005,John Doe,A001,Tech Solutions,9121.35
2023-12-11,A003,Alice Johnson,A002,Tech Solutions,9330.27
2023-08-20,A005,Jane Smith,A003,Global Traders,7101.19
2023-03-01,A001,Jane Smith,A003,Tech Solutions,2823.52
2023-07-11,A002,Charlie Davis,A002,123 Services,7551.34
2023-04-04,A003,Alice Johnson,A002,XYZ Corp,3677.28
2023-08-19,A001,Jane Smith,A005,Global Traders,8140.49
2023-11-28,A002,Alice Johnson,A002,XYZ Corp,8819.31
2023-07-10,A005,John Doe,A002,Global Traders,5874.59
2023-02-08,A004,John Doe,A002,XYZ Corp,3703.61
2023-07-24,A003,Bob Brown,A005,XYZ Corp,4341.35
2023-04-08,A003,Jane Smith,A004,ABC Inc,5717.21
2023-04-07,A003,John Doe,A004,Tech Solutions,8611.89
2023-08-15,A004,Alice Johnson,A004,Tech Solutions,1548.59
2023-04-09,A003,Bob Brown,A002,Tech Solutions,6494.81
2023-04-01,A001,Alice Johnson,A002,Global Traders,2680.48
2023-07-23,A004,Jane Smith,A003,ABC Inc,3335.28
2023-06-23,A002,Bob Brown,A004,Global Traders,6848.43
2023-05-22,A001,Alice Johnson,A005,Global Traders,7647.11
2023-08-13,A004,Charlie Davis,A002,123 Services,8353.66
2023-04-22,A004,Alice Johnson,A004,Tech Solutions,3605.1
2023-03-13,A004,Alice Johnson,A004,Tech Solutions,5435.53
2023-06-12,A005,Charlie Davis,A004,ABC Inc,1364.47
2023-07-31,A001,John Doe,A004,123 Services,1197.17
2023-06-02,A004,Alice Johnson,A003,Global Traders,2580.29
2023-10-26,A001,John Doe,A001,XYZ Corp,4669.72
2023-09-20,A001,Charlie Davis,A002,123 Services,780.18
2023-06-06,A004,John Doe,A002,ABC Inc,7738.23
2023-04-09,A004,Charlie Davis,A005,123 Services,8339.62
2023-05-31,A001,Bob Brown,A004,Tech Solutions,8964.89
2023-03-07,A003,Charlie Davis,A003,ABC Inc,9395.97
2023-04-06,A001,Bob Brown,A004,Tech Solutions,4373.85
2023-03-29,A005,Alice Johnson,A002,123 Services,7266.82
2023-10-29,A005,John Doe,A003,Tech Solutions,1528.42
2023-07-30,A002,Alice Johnson,A004,Tech Solutions,3631.29
2023-04-23,A005,Charlie Davis,A001,123 Services,7851.1
2023-09-29,A001,Alice Johnson,A003,Global Traders,3248.08
2023-07-23,A004,Alice Johnson,A004,Global Traders,1363.83
2023-01-29,A005,Charlie Davis,A005,Tech Solutions,3582.13
2023-01-12,A005,Charlie Davis,A001,123 Services,2891.58
2023-10-23,A005,Bob Brown,A005,Global Traders,7642.65
2023-12-17,A003,Charlie Davis,A003,123 Services,996.44
2023-10-01,A003,John Doe,A003,ABC Inc,773.04
2023-08-19,A004,John Doe,A002,ABC Inc,8730.54
2023-05-22,A003,Bob Brown,A004,Global Traders,2597.85
2023-03-03,A004,Charlie Davis,A002,123 Services,6750.55
2023-02-22,A005,John Doe,A003,XYZ Corp,4085.36
2023-09-11,A004,Charlie Davis,A003,ABC Inc,2362.77
2023-05-22,A002,Alice Johnson,A001,123 Services,5443.68
2023-06-29,A003,Charlie Davis,A003,Global Traders,5132.24
2023-02-13,A002,Charlie Davis,A005,XYZ Corp,7797.83
2023-03-18,A004,Charlie Davis,A005,123 Services,1050.35
2023-03-13,A005,Charlie Davis,A005,Tech Solutions,3838.59
2023-11-21,A005,Bob Brown,A005,Tech Solutions,1343.04
2023-12-06,A004,Charlie Davis,A001,Global Traders,6936.61
2023-03-02,A005,Alice Johnson,A005,Tech Solutions,1685.43
2023-12-12,A005,Jane Smith,A003,ABC Inc,4397.62
2023-02-20,A003,Jane Smith,A002,ABC Inc,5849.1
2023-08-11,A001,John Doe,A005,123 Services,7309.34
2023-04-15,A002,Alice Johnson,A005,Tech Solutions,9144.73
2023-09-18,A005,Bob Brown,A003,XYZ Corp,1146.62
2023-05-17,A002,Alice Johnson,A002,123 Services,1977.94
2023-01-09,A004,John Doe,A002,123 Services,5878.54
2023-04-24,A005,Alice Johnson,A003,Tech Solutions,7813.72
2023-11-15,A003,Jane Smith,A004,ABC Inc,4276.38
2023-05-01,A001,Jane Smith,A002,ABC Inc,4238.62
2023-04-15,A004,Bob Brown,A005,ABC Inc,4063.69
2023-09-30,A004,Alice Johnson,A002,123 Services,5734.01
2023-06-03,A002,Bob Brown,A004,Global Traders,3037.4
2023-08-23,A001,Charlie Davis,A003,ABC Inc,1619.37
2023-01-12,A005,Jane Smith,A003,Tech Solutions,9352.82
2023-11-11,A002,Charlie Davis,A005,123 Services,5197.65
2023-08-11,A001,Jane Smith,A004,Global Traders,9612.78
2023-08-30,A001,Bob Brown,A004,Global Traders,1571.81
2023-02-16,A001,Alice Johnson,A001,Tech Solutions,836.58
2023-03-08,A004,Alice Johnson,A003,Tech Solutions,9057.08
2023-08-29,A002,Alice Johnson,A002,XYZ Corp,9213.38
2023-05-20,A003,Charlie Davis,A004,123 Services,4307.0
2023-05-15,A004,Alice Johnson,A004,Tech Solutions,540.41
2023-02-14,A003,John Doe,A001,ABC Inc,962.4
2023-09-12,A004,Bob Brown,A001,Global Traders,3953.7
2023-09-10,A005,Bob Brown,A005,Tech Solutions,5892.14
2023-11-29,A002,Jane Smith,A003,ABC Inc,6287.58
2023-07-30,A002,Alice Johnson,A003,ABC Inc,7267.33
2023-12-01,A002,John Doe,A004,Tech Solutions,2275.4
2023-02-11,A003,Charlie Davis,A001,123 Services,4332.43
2023-02-02,A002,John Doe,A002,ABC Inc,3872.78
2023-09-06,A005,John Doe,A002,XYZ Corp,2858.62
2023-09-13,A005,Jane Smith,A003,ABC Inc,4780.91
2023-08-23,A005,Bob Brown,A005,Global Traders,6885.12
2023-03-22,A004,Bob Brown,A003,XYZ Corp,3801.13
2023-04-03,A005,Jane Smith,A005,Global Traders,7783.64
2023-10-20,A004,John Doe,A001,Tech Solutions,5868.5
2023-05-05,A002,Charlie Davis,A001,XYZ Corp,1502.08
2023-03-27,A003,Bob Brown,A001,ABC Inc,2390.45
2023-08-26,A002,Alice Johnson,A001,Tech Solutions,5953.16
2023-02-05,A004,Charlie Davis,A001,ABC Inc,1410.41
2023-09-24,A005,Jane Smith,A003,ABC Inc,7715.84
2023-05-15,A005,John Doe,A003,XYZ Corp,9455.14
2023-01-31,A004,John Doe,A001,ABC Inc,8771.81
2023-07-29,A004,John Doe,A001,123 Services,941.1
2023-07-06,A002,Charlie Davis,A003,123 Services,1115.37
2023-07-07,A004,Alice Johnson,A003,Tech Solutions,6148.33
2023-12-03,A004,Bob Brown,A003,XYZ Corp,8755.76
2023-03-28,A002,John Doe,A003,123 Services,9677.57
2023-05-11,A002,John Doe,A002,XYZ Corp,1394.05
2023-10-16,A003,Alice Johnson,A001,Global Traders,1884.12
2023-04-17,A002,Bob Brown,A004,123 Services,8419.19
2023-10-18,A001,Bob Brown,A004,Global Traders,6780.67
2023-09-10,A005,Jane Smith,A005,ABC Inc,3740.66
2023-11-08,A004,Jane Smith,A001,ABC Inc,7296.66
2023-12-29,A005,Alice Johnson,A002,ABC Inc,6447.84
2023-08-02,A002,Alice Johnson,A002,Tech Solutions,3025.39
2023-12-25,A003,Bob Brown,A001,Global Traders,4179.09
2023-11-09,A005,Alice Johnson,A001,Global Traders,4071.23
2023-10-11,A004,Charlie Davis,A002,123 Services,4570.65
2023-09-16,A003,Alice Johnson,A002,Tech Solutions,8736.67
2023-07-27,A005,Charlie Davis,A005,123 Services,9763.85
2023-11-30,A002,Alice Johnson,A002,Tech Solutions,7757.11
2023-10-25,A004,Jane Smith,A003,Global Traders,2393.16
2023-09-09,A002,Alice Johnson,A001,123 Services,5666.6
2023-10-05,A004,Bob Brown,A002,123 Services,4693.57
2023-08-25,A002,John Doe,A004,Tech Solutions,8557.53
2023-08-05,A003,Charlie Davis,A004,ABC Inc,6630.95
2023-10-25,A003,Jane Smith,A002,Tech Solutions,7706.29
2023-08-02,A005,John Doe,A003,XYZ Corp,2705.47
2023-01-22,A004,Charlie Davis,A004,123 Services,4390.74
2023-09-01,A003,John Doe,A002,123 Services,6993.36
2023-09-13,A001,Charlie Davis,A004,123 Services,7843.09
2023-03-11,A004,Jane Smith,A005,ABC Inc,9377.88
2023-05-25,A003,John Doe,A003,Global Traders,3453.57
2023-08-22,A003,Jane Smith,A005,123 Services,2734.44
2023-04-12,A005,Alice Johnson,A001,ABC Inc,9098.83
2023-04-24,A001,Jane Smith,A005,ABC Inc,3737.76
2023-08-22,A002,Jane Smith,A004,Tech Solutions,3614.6
2023-04-27,A004,John Doe,A004,Global Traders,7883.61
2023-11-15,A003,Bob Brown,A005,ABC Inc,1188.52
2023-01-26,A002,Jane Smith,A001,123 Services,6056.19
2023-10-01,A003,Alice Johnson,A001,Tech Solutions,3955.99
2023-06-01,A004,Charlie Davis,A002,123 Services,1004.41
2023-02-02,A004,Alice Johnson,A001,Global Traders,8664.48
2023-11-25,A001,John Doe,A003,Tech Solutions,3314.08
2023-05-21,A003,John Doe,A003,XYZ Corp,4640.45
2023-03-28,A002,Bob Brown,A005,Global Traders,286.27
2023-03-27,A004,Charlie Davis,A001,Tech Solutions,769.59
2023-06-18,A005,Charlie Davis,A004,XYZ Corp,1301.73
2023-06-15,A002,Jane Smith,A003,ABC Inc,9380.21
2023-11-07,A004,Jane Smith,A003,XYZ Corp,1139.36
2023-12-05,A005,Jane Smith,A003,ABC Inc,3574.0
2023-05-08,A005,Bob Brown,A003,XYZ Corp,2660.68
2023-04-20,A001,Jane Smith,A004,Tech Solutions,5834.32
2023-04-26,A003,Jane Smith,A005,ABC Inc,5037.36
2023-08-16,A005,Bob Brown,A001,XYZ Corp,9979.06
2024-01-01,A004,John Doe,A003,Tech Solutions,1220.49
2023-12-06,A004,Jane Smith,A005,ABC Inc,2454.18
2023-08-20,A001,Bob Brown,A003,Global Traders,3420.85
